,appid,english,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,price
25357,0.001,1,0,50,7,1,0,0,3.99
25358,0.001,1,0,0,9,1,0,0,0.0
25359,0.001,1,0,33,9,1,0,0,3.99
25360,0.001,1,0,28,113,2,0,0,2.89
25361,0.001,1,0,0,10,3,0,0,0.79
25362,0.001,1,0,0,3,2,0,0,1.69
25363,0.001,0,0,8,63,3,0,0,3.99
25364,0.001,1,0,0,0,5,0,0,0.79
25365,0.001,1,0,21,80,40,0,0,0.0
25366,0.001,1,0,50,3,8,0,0,1.5
25367,0.001,1,0,0,13,5,0,0,2.09
25368,0.001,1,0,38,14,0,0,0,2.09
25369,0.001,1,0,0,25,1,0,0,0.0
25370,0.001,1,18,0,2,2,0,0,2.89
25371,0.001,1,0,0,4,1,0,0,0.79
25372,0.001,1,0,15,6,2,0,0,0.79
25373,0.001,1,0,0,7,0,0,0,2.89
25374,0.001,1,0,0,1,0,0,0,2.89
25375,0.001,1,0,0,295,49,0,0,0.0
25376,0.001,1,0,0,21,5,0,0,8.29
25377,0.001,1,0,0,1,4,0,0,2.09
25378,0.001,1,0,0,168,34,592,592,15.99
25379,0.001,1,0,10,7,4,0,0,5.99
25380,0.001,1,0,15,29,3,0,0,7.19
25381,0.001,1,0,16,2,4,0,0,3.99
25382,0.001,1,0,15,2,1,0,0,4.79
25383,0.001,1,0,20,6,0,0,0,9.29
25384,0.001,1,0,16,11,0,0,0,1.69
25385,0.001,1,0,1,1,8,0,0,0.79
25386,0.001,1,0,8,3,0,0,0,0.0
25387,0.001,1,0,51,4,1,0,0,0.79
25388,0.001,1,0,6,22,0,0,0,0.79
25389,0.001,1,0,23,8,1,0,0,3.99
25390,0.001,1,0,0,127,3,0,0,7.19
25391,0.001,1,0,7,3,0,0,0,7.19
25392,0.001,1,0,7,0,4,0,0,5.19
25393,0.001,1,0,51,5,2,0,0,3.99
25394,0.001,1,0,14,41,43,53,53,1.69
25395,0.001,1,0,12,28,19,0,0,3.99
25396,0.001,1,0,12,1,0,0,0,1.69
25397,0.001,1,0,23,1,0,0,0,3.99
25398,0.001,1,0,20,4,0,0,0,2.09
25399,0.001,1,0,5,7,7,0,0,3.99
25400,0.001,1,0,36,24,1,0,0,7.99
25401,0.001,1,0,18,29,12,0,0,15.49
25402,0.001,1,0,0,2,1,0,0,3.99
25403,0.001,1,0,0,4,0,0,0,2.89
25404,0.001,1,0,0,2,1,0,0,0.79
25405,0.001,1,0,10,0,1,0,0,2.29
25406,0.001,1,0,1,1,0,0,0,3.98
25407,0.001,1,0,29,4,0,0,0,7.19
25408,0.001,0,0,4,103,14,0,0,3.99
25409,0.001,0,0,0,11,2,0,0,1.69
25410,0.001,1,0,0,0,1,0,0,0.79
25411,0.001,1,0,34,232,5,0,0,27.79
25412,0.001,1,0,39,16,1,0,0,3.99
25413,0.001,1,0,21,0,7,0,0,5.79
25414,0.001,1,0,10,9,18,0,0,5.79
25415,0.001,1,0,9,0,2,0,0,4.79
25416,0.001,1,0,20,2,4,0,0,4.79
25417,0.001,1,0,10,9,4,0,0,1.69
25418,0.001,1,0,0,19,0,0,0,4.79
25419,0.001,1,0,21,4,0,0,0,7.19
25420,0.001,1,0,0,1,0,0,0,3.99
25421,0.001,1,0,0,0,1,0,0,3.99
25422,0.001,1,0,3,0,3,0,0,3.99
25423,0.001,1,0,0,6,0,0,0,0.0
25424,0.001,1,0,0,0,2,0,0,10.99
25425,0.001,1,0,0,1,0,0,0,7.19
25426,0.001,1,0,0,0,1,0,0,7.19
25427,0.001,1,0,7,31,3,0,0,7.19
25428,0.001,1,0,19,14,0,0,0,7.19
25429,0.001,1,0,14,1,1,0,0,2.89
25430,0.001,1,0,0,34,22,0,0,3.99
25431,0.001,0,0,0,7,11,0,0,15.49
25432,0.001,1,0,13,14,0,0,0,2.09
25433,0.001,1,0,0,0,1,0,0,0.79
25434,0.001,1,0,15,27,12,0,0,3.99
25435,0.001,1,0,10,4,1,0,0,3.99
25436,0.001,1,0,16,10,0,0,0,2.09
25437,0.001,1,0,6,1,0,0,0,4.79
25438,0.001,1,0,0,8,0,0,0,3.99
25439,0.001,1,0,16,1,0,0,0,7.19
25440,0.001,1,0,0,23,9,0,0,1.69
25441,0.001,1,0,8,323,14,0,0,0.79
25442,0.001,1,0,53,6,0,0,0,6.19
25443,0.001,1,0,13,1,0,0,0,2.09
25444,0.001,1,0,0,0,1,0,0,15.49
25445,0.001,1,0,0,2,1,0,0,23.79
25446,0.001,1,0,0,1,0,0,0,0.79
25447,0.001,1,0,24,6,1,0,0,2.09
25448,0.001,1,0,19,3,0,0,0,3.99
25449,0.001,0,0,6,9,1,0,0,2.89
25450,0.001,1,0,40,3,1,0,0,0.79
25451,0.001,1,0,16,6,1,0,0,1.99
25452,0.001,1,0,0,7,1,0,0,4.99
25453,0.001,1,0,0,1,1,0,0,6.99
25454,0.001,1,0,0,10,3,0,0,0.0
25455,0.001,1,0,0,6,0,0,0,0.0
25456,0.001,1,0,30,2,0,0,0,2.09
25457,0.001,1,0,0,49,9,0,0,7.19
25458,0.001,1,0,10,11,5,0,0,5.39
25459,0.001,0,0,14,12,2,0,0,1.69
25460,0.001,1,0,0,22,7,0,0,0.0
25461,0.001,1,0,0,18,3,0,0,7.19
25462,0.001,1,0,0,7,20,0,0,11.39
25463,0.001,1,0,8,1,0,0,0,2.09
25464,0.001,1,0,80,23,3,0,0,7.19
25465,0.001,1,18,0,24,47,0,0,0.79
25466,0.001,1,0,0,1,0,0,0,7.19
25467,0.001,1,0,0,0,1,0,0,5.79
25468,0.001,1,0,5,16,1,0,0,5.19
25469,0.001,1,0,29,40,15,0,0,5.19
25470,0.001,1,0,0,1,0,0,0,2.09
25471,0.001,1,0,1,1,0,0,0,5.19
25472,0.001,1,0,0,31,20,0,0,0.0
25473,0.001,1,0,82,18,1,0,0,15.49
25474,0.001,1,0,0,1,1,0,0,0.79
25475,0.001,0,0,0,4,4,0,0,15.49
25476,0.001,1,0,0,1,0,0,0,5.79
25477,0.001,1,0,95,16,3,0,0,23.79
25478,0.001,1,0,39,2686,387,3967,3967,23.39
25479,0.001,1,0,7,6,6,0,0,1.69
25480,0.001,1,0,8,3,1,0,0,6.99
25481,0.001,1,0,0,1,1,0,0,0.0
25482,0.001,1,0,0,3,1,0,0,11.39
25483,0.001,1,0,36,1,0,0,0,1.99
25484,0.001,1,0,100,13,3,0,0,1.69
25485,0.001,1,0,12,18,0,0,0,4.79
25486,0.001,1,0,0,8,3,0,0,0.0
25487,0.001,1,0,0,5,0,0,0,4.79
25488,0.001,1,0,4,9,2,0,0,7.19
25489,0.001,0,0,0,49,5,0,0,0.0
25490,0.001,1,0,0,6,3,0,0,1.69
25491,0.001,1,0,0,3,0,0,0,1.69
25492,0.001,1,0,15,15,4,0,0,0.79
25493,0.001,1,0,25,10,0,0,0,9.29
25494,0.001,0,0,0,3,18,0,0,1.69
25495,0.001,1,0,0,2,4,0,0,0.79
25496,0.001,1,0,0,3,3,0,0,23.79
25497,0.001,1,0,18,6,0,0,0,1.69
25498,0.001,1,0,0,4,3,0,0,9.29
25499,0.001,1,0,0,13,0,0,0,0.0
25500,0.001,1,0,0,16,0,0,0,0.0
25501,0.001,1,0,0,3,0,0,0,3.99
25502,0.001,1,0,13,15,0,0,0,4.79
25503,0.001,1,18,0,1,1,0,0,7.19
25504,0.001,1,0,1,133,12,0,0,0.0
25505,0.001,1,0,49,5,0,0,0,0.79
25506,0.001,1,18,0,9,1,0,0,30.99
25507,0.001,1,0,0,1,2,0,0,0.79
25508,0.001,1,0,0,22,7,0,0,11.39
25509,0.001,1,0,0,11,17,0,0,0.0
25510,0.001,0,0,0,18,6,0,0,0.0
25511,0.001,1,0,18,1,0,0,0,1.49
25512,0.001,1,0,0,151,62,0,0,11.39
25513,0.001,1,0,8,1,1,0,0,0.79
25514,0.001,1,0,0,0,2,0,0,3.99
25515,0.001,1,0,0,17,3,0,0,7.19
25516,0.001,1,0,0,109,27,0,0,0.79
25517,0.001,1,0,0,241,19,2,2,7.19
25518,0.001,1,0,21,15,0,0,0,2.99
25519,0.001,1,0,0,8,2,0,0,7.19
25520,0.001,1,0,0,11,3,0,0,3.99
25521,0.001,1,0,9,11,1,0,0,15.99
25522,0.001,1,0,3,5,1,0,0,1.69
25523,0.001,1,0,20,4,3,0,0,15.49
25524,0.001,1,0,34,70,69,0,0,15.49
25525,0.001,1,0,0,2,1,0,0,1.69
25526,0.001,1,0,0,26,2,0,0,0.0
25527,0.001,1,0,18,15,3,0,0,4.79
25528,0.001,1,0,12,4,0,0,0,0.79
25529,0.001,1,0,22,17,3,0,0,0.79
25530,0.001,0,0,0,2,0,0,0,2.89
25531,0.001,1,0,52,7,1,0,0,1.69
25532,0.001,1,0,18,1,0,0,0,7.19
25533,0.001,1,0,16,194,23,0,0,2.09
25534,0.001,1,0,0,29,7,0,0,0.0
25535,0.001,1,0,0,4,2,0,0,3.99
25536,0.001,0,0,10,17,0,0,0,0.79
25537,0.001,0,0,11,8,2,0,0,0.79
25538,0.001,1,0,23,1,0,0,0,2.09
25539,0.001,1,0,6,41,8,0,0,0.79
25540,0.001,1,0,0,9,10,0,0,0.79
25541,0.001,1,0,0,7,1,0,0,0.79
25542,0.001,1,0,0,0,3,0,0,1.69
25543,0.001,1,0,26,2,3,0,0,0.99
25544,0.001,1,18,89,18,3,0,0,3.99
25545,0.001,1,0,6,3,0,0,0,1.69
25546,0.001,1,0,4,139,12,0,0,15.49
25547,0.001,1,0,0,54,2,0,0,3.99
25548,0.001,1,0,0,30,1,0,0,1.69
25549,0.001,1,0,0,1,4,0,0,0.79
25550,0.001,1,0,0,1,2,0,0,0.79
25551,0.001,1,0,6,50,11,0,0,1.69
25552,0.001,1,0,0,2,0,0,0,0.79
25553,0.001,1,0,0,0,1,0,0,0.79
25554,0.001,1,0,5,5,1,0,0,0.79
25555,0.001,1,0,0,4,2,0,0,0.79
25556,0.001,1,0,7,2,0,0,0,5.79
25557,0.001,1,0,12,11,10,0,0,24.99
25558,0.001,1,0,5,311,5,0,0,0.0
25559,0.001,1,0,0,2,0,0,0,11.39
25560,0.001,1,0,20,7,0,0,0,4.79
25561,0.001,1,0,12,3,0,0,0,3.99
25562,0.001,1,0,7,7,4,0,0,0.0
25563,0.001,1,0,0,7,0,0,0,2.09
25564,0.001,1,0,0,13,1,0,0,9.29
25565,0.001,1,0,12,10,0,0,0,2.89
25566,0.001,1,0,0,2,1,0,0,0.79
25567,0.001,1,0,0,53,31,0,0,0.0
25568,0.001,1,0,5,24,6,0,0,154.99
25569,0.001,1,0,1,6,0,0,0,2.89
25570,0.001,1,0,0,6,4,0,0,0.79
25571,0.001,1,0,2,2,0,0,0,5.79
25572,0.001,1,0,20,1,0,0,0,0.79
25573,0.001,1,0,16,24,5,0,0,6.99
25574,0.001,1,0,0,2,0,0,0,2.89
25575,0.001,1,0,21,8,4,0,0,2.09
25576,0.001,1,0,0,120,39,0,0,0.0
25577,0.001,1,0,0,471,119,0,0,0.0
25578,0.001,1,0,16,1,0,0,0,2.09
25579,0.001,1,0,0,8,0,0,0,0.0
25580,0.001,1,0,0,52,5,0,0,27.79
25581,0.001,1,0,83,7,7,0,0,0.0
25582,0.001,0,0,35,100,23,0,0,10.29
25583,0.001,1,0,4,7,2,0,0,3.99
25584,0.001,1,0,4,36,21,3,3,2.89
25585,0.001,1,0,5,1,2,0,0,1.69
25586,0.001,1,0,80,40,15,0,0,1.69
25587,0.001,1,0,16,11,0,0,0,4.99
25588,0.001,1,0,0,18,1,0,0,9.29
25589,0.001,1,0,10,2,3,0,0,13.99
25590,0.001,1,0,0,28,1,0,0,3.99
25591,0.001,1,0,0,7,0,0,0,6.99
25592,0.001,1,0,0,1,4,0,0,0.79
25593,0.001,1,0,20,1451,119,180,230,2.09
25594,0.001,1,0,0,1,0,0,0,3.99
25595,0.001,1,0,20,3,0,0,0,7.19
25596,0.001,1,0,0,1,3,0,0,0.79
25597,0.001,1,0,0,2,0,0,0,2.89
25598,0.001,1,0,14,0,1,0,0,5.79
25599,0.001,1,0,60,5,2,0,0,0.79
25600,0.001,1,0,0,17,3,0,0,3.99
25601,0.001,1,0,4,128,7,0,0,0.0
25602,0.001,1,0,0,10,18,0,0,0.0
25603,0.001,1,0,7,6,2,0,0,0.99
25604,0.001,1,0,0,2,1,0,0,2.49
25605,0.001,1,0,48,6,0,0,0,10.29
25606,0.001,1,0,100,1,1,0,0,0.79
25607,0.001,1,0,54,44,13,0,0,1.69
25608,0.001,1,0,12,2,0,0,0,0.79
25609,0.001,1,0,30,1,1,0,0,0.79
25610,0.001,1,0,0,152,123,0,0,0.0
25611,0.001,1,0,30,13,1,0,0,2.09
25612,0.001,1,0,0,7,8,0,0,0.0
25613,0.001,1,0,0,2,1,0,0,4.79
25614,0.001,1,0,0,18,1,0,0,0.0
25615,0.001,1,0,6,73,6,0,0,0.0
25616,0.001,1,0,0,39,45,0,0,0.0
25617,0.001,1,0,0,21,1,0,0,19.49
25618,0.001,0,0,0,1,2,0,0,0.0
25619,0.001,1,0,0,2,1,0,0,2.89
25620,0.001,1,0,0,11,1,0,0,0.0
25621,0.001,1,0,0,1,0,0,0,15.4
25622,0.001,1,0,0,35,20,0,0,2.09
25623,0.001,1,0,71,79,33,0,0,0.0
25624,0.001,1,0,7,530,150,0,0,0.0
25625,0.001,1,0,10,24,3,0,0,0.79
25626,0.001,1,0,0,17,1,0,0,0.0
25627,0.001,1,0,45,19,19,0,0,0.0
25628,0.001,1,0,7,0,1,0,0,1.69
25629,0.001,1,0,3,141,9,0,0,0.0
25630,0.001,1,0,12,2,6,0,0,2.09
25631,0.001,1,0,0,1,0,0,0,11.39
25632,0.001,1,0,0,7,0,0,0,3.99
25633,0.001,1,0,18,2,0,0,0,13.49
25634,0.001,1,0,50,18,4,0,0,1.69
25635,0.001,1,0,0,3,0,0,0,1.69
25636,0.001,0,0,0,1,1,0,0,12.39
25637,0.001,1,0,0,4,2,0,0,15.49
25638,0.001,1,0,100,3,3,0,0,0.79
25639,0.001,1,0,0,1,3,0,0,0.79
25640,0.001,1,0,0,23,19,0,0,2.89
25641,0.001,1,0,15,4,0,0,0,5.19
25642,0.001,1,0,0,255,2,0,0,7.19
25643,0.001,1,0,0,12,1,0,0,7.19
25644,0.001,1,0,0,3,3,0,0,0.0
25645,0.001,1,0,30,3,1,0,0,44.99
25646,0.001,1,0,0,9,2,0,0,15.49
25647,0.001,1,0,0,2,1,0,0,0.0
25648,0.001,0,0,0,10,0,0,0,1.69
25649,0.001,1,0,10,13,11,0,0,7.19
25650,0.001,1,0,0,4,0,0,0,11.39
25651,0.001,1,0,18,8,3,0,0,7.19
25652,0.001,1,0,0,10,3,0,0,7.19
25653,0.001,1,0,42,17,5,0,0,0.79
25654,0.001,1,0,10,33,15,0,0,0.79
25655,0.001,1,0,63,736,25,0,0,5.79
25656,0.001,1,0,13,8,3,0,0,4.79
25657,0.001,1,0,37,1,1,0,0,2.99
25658,0.001,1,0,0,4,0,0,0,5.19
25659,0.001,1,0,0,5,0,0,0,1.69
25660,0.001,1,0,0,2,0,0,0,1.69
25661,0.001,1,0,22,12,3,0,0,3.99
25662,0.001,1,0,0,43,15,0,0,0.0
25663,0.001,1,0,0,2,0,0,0,1.69
25664,0.001,1,18,31,22,0,0,0,32.99
25665,0.001,1,0,11,164,137,0,0,0.0
25666,0.001,1,0,7,4,0,0,0,4.79
25667,0.001,1,0,9,13,1,0,0,0.0
25668,0.001,1,0,0,0,2,0,0,0.79
25669,0.001,1,0,0,1,2,0,0,7.19
25670,0.001,1,0,0,1,1,0,0,0.79
25671,0.001,1,0,0,2,0,0,0,15.49
25672,0.001,1,0,0,88,16,0,0,0.79
25673,0.001,1,0,32,2,0,0,0,3.99
25674,0.001,1,0,0,21,18,0,0,0.0
25675,0.001,1,0,0,21,15,0,0,0.0
25676,0.001,1,0,100,78,7,0,0,0.79
25677,0.001,1,0,13,50,1,0,0,2.09
25678,0.001,1,0,0,2,0,0,0,3.99
25679,0.001,1,0,0,5,0,0,0,11.39
25680,0.001,1,0,0,2,1,0,0,0.79
25681,0.001,1,0,0,1,0,0,0,6.19
25682,0.001,1,0,24,39,5,0,0,0.9
25683,0.001,1,0,16,2,3,0,0,15.49
25684,0.001,1,0,0,1,0,0,0,2.89
25685,0.001,1,0,10,25,12,0,0,1.69
25686,0.001,1,0,19,16,7,0,0,19.49
25687,0.001,1,0,0,2,1,0,0,2.09
25688,0.001,1,0,0,8,9,0,0,0.79
25689,0.001,1,0,18,18,3,0,0,2.09
25690,0.001,0,0,16,6,0,0,0,0.79
25691,0.001,0,0,0,3,7,0,0,0.0
25692,0.001,1,0,7,1,0,0,0,1.69
25693,0.001,1,0,30,1,0,0,0,3.99
25694,0.001,1,0,0,45,2,0,0,1.69
25695,0.001,1,0,0,9,2,0,0,0.79
25696,0.001,1,0,0,5,0,0,0,10.29
25697,0.001,1,0,69,184,15,0,0,0.79
25698,0.001,1,0,1,1,0,0,0,0.79
25699,0.001,1,0,16,58,12,0,0,2.09
25700,0.001,1,0,45,122,12,0,0,5.99
25701,0.001,1,0,3,18,10,0,0,0.0
25702,0.001,0,0,0,48,3,0,0,8.29
25703,0.001,1,0,0,48,16,0,0,7.19
25704,0.001,1,0,5,4,2,0,0,2.89
25705,0.001,1,12,0,0,3,0,0,3.99
25706,0.001,1,0,0,20,0,0,0,11.39
25707,0.001,1,0,0,200,30,0,0,0.79
25708,0.001,1,0,27,17,4,0,0,1.69
25709,0.001,1,0,0,1,1,0,0,2.09
25710,0.001,1,0,0,30,14,0,0,11.39
25711,0.001,1,0,18,4,3,0,0,0.0
25712,0.001,1,0,0,8,5,0,0,11.39
25713,0.001,1,0,23,3,0,0,0,0.8
25714,0.001,1,0,0,2,0,0,0,7.19
25715,0.001,1,0,25,12,1,0,0,4.5
25716,0.001,1,0,1,1,1,0,0,3.98
25717,0.001,1,0,1,2,1,0,0,3.98
25718,0.001,1,0,1,0,4,0,0,3.98
25719,0.001,1,0,1,18,8,0,0,3.98
25720,0.001,1,0,15,3,0,0,0,1.69
25721,0.001,0,0,20,12,8,0,0,0.74
25722,0.001,1,0,0,5,1,0,0,0.0
25723,0.001,0,0,0,116,5,0,0,19.49
25724,0.001,1,0,40,9,0,0,0,1.69
25725,0.001,1,0,0,3,0,0,0,0.79
25726,0.001,1,0,0,0,2,0,0,0.79
25727,0.001,1,0,100,3,1,0,0,0.79
25728,0.001,1,0,0,0,1,0,0,1.69
25729,0.001,1,0,22,4,4,0,0,3.99
25730,0.001,1,0,0,2,0,0,0,2.89
25731,0.001,1,0,0,2,1,0,0,6.19
25732,0.001,1,0,5,8,0,0,0,7.19
25733,0.001,1,0,0,1,1,0,0,2.89
25734,0.001,1,0,23,2,0,0,0,4.79
25735,0.001,1,0,0,13,13,0,0,2.89
25736,0.001,1,0,0,4,6,0,0,3.99
25737,0.001,1,0,15,7,8,0,0,6.19
25738,0.001,1,0,15,1,7,0,0,3.99
25739,0.001,1,0,53,21,4,0,0,7.19
25740,0.001,1,0,5,16,1,0,0,0.0
25741,0.001,1,0,16,6,1,0,0,1.69
25742,0.001,1,0,35,1,0,0,0,3.99
25743,0.001,1,0,0,7,5,0,0,10.99
25744,0.001,1,0,0,2,6,0,0,7.19
25745,0.001,1,0,0,379,87,0,0,0.0
25746,0.001,1,0,0,1,1,0,0,9.99
25747,0.001,1,0,0,21,19,0,0,0.0
25748,0.001,1,0,0,11,0,0,0,9.29
25749,0.001,1,0,0,1,0,0,0,0.79
25750,0.001,1,0,0,18,0,0,0,1.69
25751,0.001,1,0,0,60,5,0,0,3.99
25752,0.001,1,0,0,2,0,0,0,3.99
25753,0.001,1,0,0,4,0,0,0,1.69
25754,0.001,1,0,34,181,4,1100,1100,11.39
25755,0.001,1,0,0,8,1,0,0,0.0
25756,0.001,1,0,0,0,1,0,0,0.79
25757,0.001,1,0,0,1,0,0,0,0.79
25758,0.001,1,0,0,45,9,0,0,2.89
25759,0.001,1,0,100,79,6,0,0,0.79
25760,0.001,1,0,12,223,38,0,0,0.79
25761,0.001,1,0,0,6,2,0,0,11.39
25762,0.001,1,0,42,1,1,0,0,3.99
25763,0.001,1,0,14,2,1,0,0,2.09
25764,0.001,1,0,0,2,0,0,0,7.19
25765,0.001,0,0,0,10,1,0,0,0.0
25766,0.001,1,0,0,20,3,0,0,2.09
25767,0.001,1,0,0,2,1,0,0,3.99
25768,0.001,1,0,1,24,0,0,0,14.99
25769,0.001,1,0,0,4,1,0,0,4.99
25770,0.001,1,0,0,4,4,0,0,3.99
25771,0.001,1,0,0,0,1,0,0,3.99
25772,0.001,1,0,0,59,20,0,0,8.29
25773,0.001,1,0,23,16,2,0,0,1.69
25774,0.001,1,0,28,1,1,0,0,4.79
25775,0.001,1,0,0,8,0,0,0,11.39
25776,0.001,1,0,0,19,2,0,0,0.79
25777,0.001,1,0,0,1,1,0,0,0.79
25778,0.001,1,0,0,12,3,0,0,0.0
25779,0.001,1,0,0,5,1,0,0,0.79
25780,0.001,1,0,6,3,0,0,0,3.99
25781,0.001,1,0,0,1,0,0,0,3.99
25782,0.001,0,0,7,10,0,0,0,2.89
25783,0.001,1,0,14,32,24,0,0,0.0
25784,0.001,1,0,0,51,19,0,0,3.99
25785,0.001,1,0,0,0,3,0,0,12.39
25786,0.001,1,0,0,2,0,0,0,5.49
25787,0.001,0,0,0,8,5,0,0,8.29
25788,0.001,1,0,13,1,0,0,0,2.09
25789,0.001,1,0,0,1,0,0,0,4.99
25790,0.001,1,0,0,1,0,0,0,2.0
25791,0.001,1,0,30,141,32,0,0,11.39
25792,0.001,1,0,0,21,7,0,0,1.69
25793,0.001,1,0,18,13,0,0,0,0.79
25794,0.001,1,0,2,68,1,0,0,3.99
25795,0.001,1,0,0,0,1,0,0,0.79
25796,0.001,1,0,25,3,0,0,0,4.79
25797,0.001,1,0,0,1,0,0,0,0.79
25798,0.001,1,0,0,1,9,0,0,0.79
25799,0.001,1,0,24,19,0,0,0,3.99
25800,0.001,1,0,22,8,0,0,0,5.19
25801,0.001,1,0,22,4,0,0,0,5.19
25802,0.001,1,0,100,20,8,0,0,0.79
25803,0.001,1,0,0,17,0,0,0,15.49
25804,0.001,1,0,0,161,17,0,0,23.79
25805,0.001,1,0,0,3,0,0,0,5.99
25806,0.001,1,0,0,4,0,0,0,19.49
25807,0.001,1,0,20,9,4,0,0,2.09
25808,0.001,1,0,40,10,6,0,0,2.89
25809,0.001,1,0,55,18,4,0,0,3.99
25810,0.001,1,0,24,76,28,0,0,19.49
25811,0.001,0,0,0,0,1,0,0,3.99
25812,0.001,1,0,0,1,3,0,0,0.79
25813,0.001,1,0,18,1,1,0,0,0.99
25814,0.001,1,0,18,11,5,0,0,0.99
25815,0.001,1,0,0,0,3,0,0,7.19
25816,0.001,1,0,13,5,0,0,0,2.09
25817,0.001,1,0,0,6,3,0,0,0.79
25818,0.001,1,0,0,32,7,0,0,7.19
25819,0.001,1,0,0,1,0,0,0,3.99
25820,0.001,1,0,0,54,18,0,0,0.0
25821,0.001,1,0,20,39,16,0,0,7.19
25822,0.001,1,0,0,232,42,0,0,0.0
25823,0.001,1,0,0,33,17,0,0,0.0
25824,0.001,0,0,0,3,7,0,0,0.0
25825,0.001,1,0,0,2,0,0,0,3.99
25826,0.001,1,0,2,0,2,0,0,5.79
25827,0.001,1,0,20,100,7,0,0,3.99
25828,0.001,1,0,0,2,0,0,0,4.79
25829,0.001,1,0,0,2,2,0,0,0.79
25830,0.001,1,0,23,24,10,0,0,5.19
25831,0.001,1,0,1,3,0,0,0,7.19
25832,0.001,1,0,0,3,1,0,0,7.19
25833,0.001,1,0,0,4,5,0,0,15.49
25834,0.001,1,0,0,3,1,0,0,0.79
25835,0.001,1,0,100,41,17,0,0,0.0
25836,0.001,1,0,100,77,47,0,0,0.0
25837,0.001,1,0,0,1,0,0,0,2.89
25838,0.001,1,0,0,0,1,0,0,0.79
25839,0.001,1,0,15,11,1,0,0,0.79
25840,0.001,1,0,0,4,1,0,0,2.89
25841,0.001,1,0,0,0,2,0,0,1.69
25842,0.001,1,0,27,63,0,0,0,1.69
25843,0.001,1,0,1,1,2,0,0,2.09
25844,0.001,1,0,0,0,1,0,0,19.49
25845,0.001,1,0,10,4,1,0,0,2.09
25846,0.001,1,0,6,18,9,0,0,15.49
25847,0.001,1,0,0,1,0,0,0,0.79
25848,0.001,1,12,0,3,0,0,0,3.99
25849,0.001,1,0,0,2,2,0,0,2.89
25850,0.001,1,0,0,5,4,0,0,0.0
25851,0.001,1,0,12,0,1,0,0,0.79
25852,0.001,1,0,30,19,5,0,0,0.79
25853,0.001,0,0,0,17,0,0,0,1.69
25854,0.001,0,0,11,294,110,0,0,8.29
25855,0.001,1,0,10,18,17,0,0,0.0
25856,0.001,1,0,0,24,22,0,0,0.0
25857,0.001,1,0,100,4,2,0,0,0.79
25858,0.001,1,0,22,3,3,0,0,10.29
25859,0.001,1,0,0,4,3,0,0,5.79
25860,0.001,1,0,5,1,1,0,0,0.79
25861,0.001,1,0,0,0,8,0,0,11.39
25862,0.001,1,0,17,1,0,0,0,1.69
25863,0.001,1,0,7,8,5,0,0,2.09
25864,0.001,1,0,0,16,24,0,0,0.0
25865,0.001,1,0,0,1,3,0,0,5.79
25866,0.001,1,0,0,12,1,0,0,4.79
25867,0.001,1,0,0,1,0,0,0,15.49
25868,0.001,1,0,22,27,10,0,0,0.0
25869,0.001,1,0,14,1,1,0,0,5.19
25870,0.001,1,0,15,5,3,0,0,3.99
25871,0.001,1,0,25,32,4,0,0,2.09
25872,0.001,1,0,0,11,2,0,0,0.0
25873,0.001,1,0,0,7,1,0,0,15.49
25874,0.001,1,0,10,6,4,0,0,3.99
25875,0.001,1,0,0,7,10,0,0,0.79
25876,0.001,1,0,0,0,1,0,0,0.79
25877,0.001,1,0,0,7,2,0,0,2.09
25878,0.001,1,0,0,21,8,0,0,0.79
25879,0.001,1,0,0,0,1,0,0,0.79
25880,0.001,1,0,0,1,1,0,0,0.79
25881,0.001,1,0,0,9,2,0,0,0.79
25882,0.001,1,0,0,0,1,0,0,0.79
25883,0.001,1,0,40,6,3,0,0,1.69
25884,0.001,1,0,5,4,5,0,0,0.79
25885,0.001,1,0,10,16,0,0,0,9.29
25886,0.001,1,0,0,5,0,0,0,4.95
25887,0.001,1,0,0,1,0,0,0,0.79
25888,0.001,1,0,0,1,1,0,0,1.69
25889,0.001,1,0,0,6,0,0,0,5.79
25890,0.001,1,0,0,11,1,0,0,3.99
25891,0.001,1,0,11,7,2,0,0,1.69
25892,0.001,0,0,0,4356,601,6332,6332,23.79
25893,0.001,1,0,0,48,16,0,0,0.0
25894,0.001,1,0,60,3,3,0,0,0.79
25895,0.001,1,0,0,7,0,0,0,4.99
25896,0.001,1,0,0,4,6,0,0,3.99
25897,0.001,1,0,3,5,2,0,0,2.09
25898,0.001,1,0,72,33,1,0,0,0.79
25899,0.001,1,0,55,108,26,0,0,0.0
25900,0.001,1,0,12,10,0,0,0,2.09
25901,0.001,1,0,4,24,0,0,0,9.29
25902,0.001,1,0,29,1042,257,36,36,15.49
25903,0.001,1,0,0,208,3,0,0,0.0
25904,0.001,1,0,30,78,22,0,0,5.19
25905,0.001,1,0,0,2,0,0,0,2.09
25906,0.001,1,0,0,18,1,0,0,0.0
25907,0.001,1,0,0,4,0,0,0,0.0
25908,0.001,1,0,0,2,0,0,0,2.89
25909,0.001,0,0,0,13,10,0,0,5.19
25910,0.001,0,0,0,31,3,0,0,3.99
25911,0.001,1,0,8,3,2,0,0,1.69
25912,0.001,1,0,0,6,5,0,0,12.39
25913,0.001,0,0,20,114,0,75,75,8.29
