,appid,english,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,price
0,0.001,1,0,0,124534,3339,17612,317,7.19
1,0.001,1,0,0,3318,633,277,62,3.99
2,0.001,1,0,0,3416,398,187,34,3.99
3,0.001,1,0,0,1273,267,258,184,3.99
4,0.001,1,0,0,5250,288,624,415,3.99
5,0.001,1,0,0,2758,684,175,10,3.99
6,0.001,1,0,0,27755,1100,1300,83,7.19
7,0.001,1,0,0,12120,1439,427,43,7.19
8,0.001,1,0,0,3822,420,361,205,3.99
9,0.001,1,0,33,67902,2419,691,402,7.19
10,0.001,1,0,147,76640,3497,6842,400,7.19
11,0.001,1,0,0,3767,1053,190,214,0.0
12,0.001,1,0,54,10489,1210,1356,134,7.19
13,0.001,1,0,0,6020,787,311,32,3.99
14,0.001,1,0,0,5783,1020,46,29,0.0
15,0.001,1,0,0,1362,473,102,81,0.0
16,0.001,1,0,13,7908,517,281,184,5.79
17,0.001,1,0,15,51801,1080,288,137,7.19
18,0.001,1,0,22,13902,696,354,301,5.79
19,0.001,1,0,520,515879,34036,8495,623,0.0
20,0.001,1,0,73,17951,948,897,278,7.19
21,0.001,1,0,70,251789,8418,1615,566,7.19
22,0.001,1,0,0,863507,142079,23944,801,0.0
23,0.001,1,0,51,138220,1891,1102,520,7.19
24,0.001,1,0,66,17435,941,371,83,0.0
25,0.001,1,0,167,2644404,402313,22494,6502,0.0
26,0.001,1,0,0,40,17,0,0,5.99
27,0.001,1,0,44,1562,223,232,258,3.99
28,0.001,1,0,285,53710,2649,1328,306,14.99
29,0.001,1,0,0,468,61,0,0,7.19
30,0.001,1,0,0,472,158,182,273,7.19
31,0.001,1,0,0,1602,152,65,77,6.99
32,0.001,1,0,22,2057,344,80,119,7.19
33,0.001,1,0,12,368,75,121,224,7.19
34,0.001,1,0,0,140,44,0,0,22.99
35,0.001,1,0,0,112,26,0,0,6.99
36,0.001,1,0,0,451,108,0,0,4.99
37,0.001,1,0,0,490,152,9,12,4.99
38,0.001,1,0,0,137,102,0,0,3.99
39,0.001,1,0,0,191,85,35,35,10.99
40,0.001,1,0,0,671,106,11,21,2.99
41,0.001,1,0,0,15083,1111,239,77,0.0
42,0.001,1,0,0,498,238,405,414,3.99
43,0.001,1,0,0,2656,1055,484,422,6.99
44,0.001,1,0,0,4386,316,634,700,4.29
45,0.001,1,0,0,1362,66,123,103,12.99
46,0.001,1,18,0,891,171,36,32,12.99
47,0.001,1,0,0,1773,87,69,110,2.99
48,0.001,1,0,0,3705,257,125,179,3.99
49,0.001,1,0,0,573,82,120,114,3.99
50,0.001,1,0,0,2517,182,90,78,3.99
51,0.001,1,0,0,2618,136,167,189,3.99
52,0.001,1,0,0,1369,107,291,349,3.99
53,0.001,1,0,0,65,12,32,32,2.49
54,0.001,1,0,0,54,33,1,1,2.49
55,0.001,1,0,0,108,31,0,0,12.99
56,0.001,1,0,0,249,26,50,50,2.99
57,0.001,1,0,0,57,20,0,0,2.99
58,0.001,1,0,0,417,29,0,0,2.99
59,0.001,1,0,0,4819,792,233,239,0.0
60,0.001,1,0,12,662,204,193,193,4.29
61,0.001,1,0,0,973,248,186,258,3.99
62,0.001,1,0,0,52,46,0,0,0.0
63,0.001,1,0,0,610,523,0,0,2.99
64,0.001,1,0,0,6161,362,350,202,14.99
65,0.001,1,0,0,740,87,462,889,9.99
66,0.001,1,0,0,1555,117,545,849,14.99
67,0.001,1,0,0,2434,236,750,1041,14.99
68,0.001,1,0,0,490,97,0,0,14.99
69,0.001,1,0,0,180,33,0,0,1.99
70,0.001,1,0,0,31,9,0,0,3.99
71,0.001,1,0,0,145,77,0,0,5.99
72,0.001,1,0,0,212,50,732,732,4.99
73,0.001,1,0,0,282,113,831,1232,9.99
74,0.001,1,0,33,1633,272,972,1273,15.99
75,0.001,1,0,0,142,48,648,648,3.49
76,0.001,1,0,0,57,18,13,13,3.49
77,0.001,1,0,69,2832,4032,1744,3386,24.99
78,0.001,1,0,0,52,17,0,0,22.99
79,0.001,1,0,0,127,31,0,0,22.99
80,0.001,1,0,0,33,14,0,0,22.99
81,0.001,1,0,0,5438,343,293,351,5.99
82,0.001,1,0,0,139,39,939,939,3.99
83,0.001,1,0,0,793,198,46,60,8.59
84,0.001,1,0,0,71,36,0,0,3.99
85,0.001,1,0,0,294,69,0,0,3.99
86,0.001,1,0,0,482,53,1422,1429,7.99
87,0.001,1,0,0,30,94,0,0,4.49
88,0.001,1,0,0,256,172,1,1,4.49
89,0.001,1,0,0,429,137,270,270,4.49
90,0.001,1,0,0,437,37,267,267,4.25
91,0.001,1,0,0,71,28,0,0,4.25
92,0.001,1,0,0,1106,66,214,254,4.25
93,0.001,1,0,0,707,58,1,1,0.0
94,0.001,1,0,0,10,2,0,0,4.25
95,0.001,1,0,0,10,3,0,0,4.25
96,0.001,1,0,0,21,8,0,0,4.25
97,0.001,1,0,0,11,5,0,0,4.25
98,0.001,1,0,0,23,7,0,0,4.25
99,0.001,1,0,0,368,24,237,237,4.25
100,0.001,1,0,0,98,18,0,0,4.25
101,0.001,1,0,0,8,5,0,0,4.25
102,0.001,1,0,0,15,3,0,0,4.25
103,0.001,1,0,21,14630,454,480,374,4.25
104,0.001,1,0,0,97,57,0,0,4.25
105,0.001,1,0,0,8,3,0,0,4.25
106,0.001,1,0,14,435,28,0,0,4.25
107,0.001,1,0,0,1181,377,262,371,5.59
108,0.001,1,0,0,559,79,8,8,5.59
109,0.001,1,0,0,1847,95,287,318,6.99
110,0.001,1,0,0,1434,219,20,24,3.99
111,0.001,1,0,0,260,71,0,0,7.19
112,0.001,1,0,0,369,110,111,111,6.99
113,0.001,1,0,0,259,103,771,771,6.99
114,0.001,1,0,37,8204,456,491,232,6.99
115,0.001,1,0,0,1394,129,49,64,9.99
116,0.001,1,0,0,2578,405,1166,13,2.99
117,0.001,1,0,0,2641,193,296,436,5.99
118,0.001,1,0,0,39,49,0,0,2.99
119,0.001,1,0,0,184,65,0,0,5.99
120,0.001,1,0,0,121,20,0,0,2.99
121,0.001,1,0,29,363721,16433,12422,1875,6.99
122,0.001,1,0,0,4,5,0,0,5.99
123,0.001,1,0,0,119,43,0,0,25.99
124,0.001,1,0,0,4,2,0,0,3.99
125,0.001,1,0,0,43,14,78,78,5.99
126,0.001,1,0,0,57,36,0,0,7.99
127,0.001,1,0,0,77,41,0,0,6.99
128,0.001,1,0,0,31,17,0,0,7.99
129,0.001,1,0,0,11039,570,493,360,9.99
130,0.001,1,0,0,106,60,124,244,7.99
131,0.001,1,0,0,76,38,1,1,4.99
132,0.001,1,18,0,4772,320,175,186,0.0
133,0.001,1,16,0,3485,206,309,340,9.99
134,0.001,1,16,0,2849,133,543,620,9.99
135,0.001,1,0,0,10270,605,469,361,0.0
136,0.001,1,18,0,1243,221,312,312,9.99
137,0.001,1,0,0,7806,562,897,1192,8.99
138,0.001,1,0,0,331,131,33,33,8.99
139,0.001,1,0,0,585,30,0,0,0.0
140,0.001,1,0,0,259,46,0,0,9.99
141,0.001,1,0,0,1081,143,1134,1208,3.99
142,0.001,1,0,0,102,22,0,0,3.99
143,0.001,1,0,0,170,66,1,1,3.99
144,0.001,1,0,0,246,138,71,71,3.99
145,0.001,1,0,0,122,17,0,0,0.0
146,0.001,1,0,67,8372,1498,627,253,6.99
147,0.001,1,0,0,6392,379,369,265,7.19
148,0.001,1,0,0,597,31,419,804,4.79
149,0.001,1,0,0,5684,330,1254,174,7.19
150,0.001,1,0,0,2020,219,127,180,7.19
151,0.001,1,0,0,575,55,801,801,4.79
152,0.001,1,0,0,29149,2425,618,320,7.19
153,0.001,1,0,0,272,38,17,17,7.19
154,0.001,1,0,0,115,18,100,100,4.79
155,0.001,1,0,12,1749,227,255,363,7.19
156,0.001,1,0,0,1025,164,21,21,3.99
157,0.001,1,0,0,91,33,0,0,3.99
158,0.001,1,0,0,1977,186,78,96,4.99
159,0.001,1,0,0,460,107,0,0,3.99
160,0.001,1,0,0,77,100,0,0,3.99
161,0.001,1,0,0,588,89,20,20,13.99
162,0.001,1,0,0,1152,102,14,19,5.99
163,0.001,1,0,0,1365,226,70,102,0.0
164,0.001,1,0,0,100,15,0,0,5.79
165,0.001,1,0,0,474,90,0,0,6.99
166,0.001,1,0,0,569,178,74,74,9.99
167,0.001,1,0,0,1462,1052,90,90,15.99
168,0.001,1,0,0,1561,213,63,70,3.99
169,0.001,1,0,0,404,71,12,14,3.99
170,0.001,1,0,0,1333,238,201,302,3.99
171,0.001,1,0,0,421,265,14,20,3.99
172,0.001,1,16,0,1514,260,63,58,8.29
173,0.001,1,18,0,5864,391,435,365,9.29
174,0.001,1,0,0,316,113,0,0,4.99
175,0.001,1,16,0,1732,846,20,25,4.99
176,0.001,1,18,0,1186,450,62,43,7.19
177,0.001,1,16,0,6242,347,324,245,4.99
178,0.001,1,16,0,649,433,24,31,4.99
179,0.001,1,0,0,1135,210,254,368,6.99
180,0.001,1,16,0,1656,243,714,725,4.99
181,0.001,1,0,0,175,61,0,0,3.99
182,0.001,1,0,0,248,15,0,0,6.99
183,0.001,1,0,0,809,279,0,0,8.99
184,0.001,1,0,0,963,55,4774,4774,25.99
185,0.001,1,0,0,236,90,14,14,6.99
186,0.001,1,0,0,86,65,0,0,6.99
187,0.001,1,0,0,69,54,0,0,6.99
188,0.001,1,0,0,8,4,0,0,6.99
189,0.001,1,0,0,1566,981,313,341,6.99
190,0.001,1,0,61,3054,2051,327,403,14.99
191,0.001,1,0,0,153,194,320,330,6.99
192,0.001,1,0,0,1114,570,165,253,5.99
193,0.001,1,0,0,355,153,46,46,5.99
194,0.001,1,0,0,420,82,1244,1261,2.99
195,0.001,1,0,0,385,32,66,82,2.99
196,0.001,1,0,0,417,53,18,18,2.99
197,0.001,1,0,0,57,54,0,0,2.99
198,0.001,1,0,0,2165,136,2235,2224,2.99
199,0.001,1,0,0,146,138,0,0,2.99
200,0.001,1,0,0,1664,257,0,0,3.99
201,0.001,1,0,0,34,50,0,0,1.99
202,0.001,1,0,0,539,270,113,113,3.99
203,0.001,1,0,0,8725,821,1417,1503,19.99
204,0.001,1,16,0,1964,389,239,280,6.99
205,0.001,1,0,0,1223,724,209,209,4.99
206,0.001,1,0,0,89,103,0,0,3.99
207,0.001,1,16,0,1779,594,313,565,6.99
208,0.001,1,0,0,1028,542,132,132,6.99
209,0.001,1,18,50,33636,3231,519,272,9.99
210,0.001,1,0,0,78,71,0,0,0.0
211,0.001,1,0,0,44,33,0,0,0.0
212,0.001,1,0,0,69,77,0,0,1.99
213,0.001,1,0,0,218,25,0,0,22.99
214,0.001,1,0,0,583,62,109,109,2.99
215,0.001,1,0,0,8317,2832,5123,230,0.0
216,0.001,1,0,0,1684,348,1636,218,2.49
217,0.001,1,0,0,174,16,0,0,4.99
218,0.001,1,0,0,1396,66,108,108,5.99
219,0.001,1,18,80,79442,3846,614,519,19.99
220,0.001,1,0,0,197,150,16,16,2.99
221,0.001,1,0,0,121,28,23,23,2.99
222,0.001,1,0,286,129030,5565,4760,1797,19.99
223,0.001,1,0,12,35,14,0,0,3.49
224,0.001,1,0,0,200,36,0,0,2.49
225,0.001,1,0,0,3084,276,32,48,3.99
226,0.001,1,0,0,143,15,88,91,2.49
227,0.001,1,0,0,205,13,129,152,2.49
228,0.001,1,0,0,2633,376,362,394,0.0
229,0.001,1,0,0,173,39,10,10,2.99
230,0.001,1,0,0,310,69,7,12,0.0
231,0.001,1,0,0,737,51,145,145,2.99
232,0.001,1,16,60,9394,2882,559,392,7.99
233,0.001,1,16,0,606,76,213,365,9.99
234,0.001,1,0,0,579,52,79,106,9.99
235,0.001,1,0,0,1065,162,306,306,8.99
236,0.001,1,0,0,4969,174,803,1067,8.99
237,0.001,1,16,0,4887,286,1433,1629,9.99
238,0.001,1,0,0,378,229,154,154,9.99
239,0.001,1,0,0,9442,2881,322,81,9.99
240,0.001,1,0,11,160,94,23,23,5.99
241,0.001,1,0,0,42,54,0,0,6.99
242,0.001,1,0,0,157,38,0,0,1.99
243,0.001,1,0,0,428,145,64,84,3.99
244,0.001,1,0,0,82,56,0,0,13.99
245,0.001,1,0,709,2081,823,12952,724,0.0
246,0.001,1,0,0,7639,2391,2514,638,0.0
247,0.001,1,0,20,746,149,222,360,1.99
248,0.001,1,0,0,9,13,0,0,4.79
249,0.001,1,0,12,5,24,0,0,6.99
250,0.001,1,0,0,48,24,23,23,4.99
251,0.001,1,16,0,19595,1483,2331,1108,19.99
252,0.001,1,0,0,125,32,10,19,14.99
253,0.001,1,0,0,143,42,10,10,9.99
254,0.001,1,0,0,14,16,0,0,6.99
255,0.001,1,0,0,623,159,0,0,9.99
256,0.001,1,0,0,50,28,0,0,6.99
257,0.001,1,0,0,3702,904,645,1001,14.99
258,0.001,1,0,50,30006,2826,999,580,19.99
259,0.001,1,18,38,641,1101,411,411,8.99
260,0.001,1,0,0,25,63,0,0,5.59
261,0.001,1,0,0,15,10,0,0,4.99
262,0.001,1,0,0,12,12,0,0,4.99
263,0.001,1,0,0,5,10,0,0,4.99
264,0.001,1,0,0,618,252,889,889,9.99
265,0.001,1,0,0,47,50,0,0,9.99
266,0.001,1,0,30,14928,1719,3176,1385,19.99
267,0.001,1,0,50,9448,1186,170,168,9.99
268,0.001,1,0,0,8252,1244,902,87,0.0
269,0.001,1,0,0,114,43,0,0,6.99
270,0.001,1,0,0,94,45,0,0,6.99
271,0.001,1,0,0,59,130,0,0,0.0
272,0.001,1,0,0,178,49,0,0,6.99
273,0.001,1,0,0,98,54,0,0,6.99
274,0.001,1,0,0,300,94,0,0,6.99
275,0.001,1,0,0,328,239,355,374,6.99
276,0.001,1,0,0,351,142,46,49,1.79
277,0.001,1,0,40,299,310,15,15,3.99
278,0.001,1,0,0,20,9,0,0,5.59
279,0.001,1,0,0,78,56,0,0,5.59
280,0.001,1,0,10,902,129,91,97,4.79
281,0.001,1,0,17,586,130,41,69,3.99
282,0.001,1,0,25,523,161,76,108,3.99
283,0.001,1,0,0,433,148,36,36,3.99
284,0.001,1,0,0,3439,276,304,304,3.49
285,0.001,1,0,0,273,61,0,0,3.99
286,0.001,1,0,0,69,44,0,0,3.49
287,0.001,1,0,0,175,301,119,176,3.49
288,0.001,1,18,0,4718,750,98,63,5.99
289,0.001,1,18,0,9817,819,209,93,5.99
290,0.001,1,18,0,26877,3243,807,249,9.99
291,0.001,1,18,0,816,433,99,101,5.99
292,0.001,1,18,0,3926,435,316,316,5.99
293,0.001,1,18,0,2506,172,175,175,5.99
294,0.001,1,0,0,199,30,7,7,0.0
295,0.001,1,0,0,184,17,3,4,0.0
296,0.001,1,0,0,8504,1764,319,225,9.99
297,0.001,1,0,0,35240,18926,1255,634,19.99
298,0.001,1,18,0,6401,2345,508,112,14.99
299,0.001,1,0,0,57,14,0,0,6.99
300,0.001,1,0,0,1489,319,337,404,6.99
301,0.001,1,0,0,256,59,0,0,6.99
302,0.001,1,0,0,46,27,0,0,6.99
303,0.001,1,0,0,1967,394,37,71,16.99
304,0.001,1,0,0,51,44,0,0,10.99
305,0.001,1,0,0,12,41,0,0,10.99
306,0.001,1,0,0,31,69,2,2,3.99
307,0.001,1,0,0,23,17,0,0,10.99
308,0.001,1,0,0,12,8,0,0,10.99
309,0.001,1,0,0,85,76,0,0,3.99
310,0.001,1,0,0,174,95,203,203,2.99
311,0.001,1,0,0,86,67,0,0,6.99
312,0.001,1,0,0,561,80,52,52,6.99
313,0.001,1,0,0,18,89,0,0,6.99
314,0.001,1,0,0,245,111,0,0,6.99
315,0.001,1,0,0,29,9,0,0,4.99
316,0.001,1,0,0,21,6,0,0,5.99
317,0.001,1,0,0,15,26,0,0,4.99
318,0.001,1,0,0,25,24,0,0,4.99
319,0.001,1,0,0,10,27,0,0,4.99
320,0.001,1,0,0,238,72,0,0,6.99
321,0.001,1,0,0,14,6,0,0,4.99
322,0.001,1,0,0,946,75,446,256,6.99
323,0.001,1,0,0,365,178,88,147,4.99
324,0.001,1,0,0,132,182,0,0,6.99
325,0.001,1,0,0,2116,306,197,119,6.99
326,0.001,1,0,0,1024,580,413,417,6.99
327,0.001,1,0,52,48,4,121,121,3.99
328,0.001,1,0,71,1515,723,12,13,0.0
329,0.001,1,0,0,240,100,682,682,8.99
330,0.001,1,0,57,2414,278,542,239,13.99
331,0.001,1,0,0,2211,66,414,496,8.99
332,0.001,1,0,0,2134,65,565,924,5.99
333,0.001,1,0,0,1228,132,67,41,5.99
334,0.001,1,0,0,657,101,307,312,8.59
335,0.001,1,0,0,3099,609,126,229,8.59
336,0.001,1,0,0,365,109,205,205,8.59
337,0.001,1,0,0,371,106,0,0,8.59
338,0.001,1,0,0,900,147,28,28,4.29
339,0.001,1,0,0,1777,140,22,22,8.59
340,0.001,1,0,0,356,454,0,0,8.59
341,0.001,1,0,0,831,122,167,167,8.59
342,0.001,1,0,0,34,2,2,2,4.29
343,0.001,1,0,0,80,79,20,20,4.29
344,0.001,1,0,0,239,80,29,29,4.29
345,0.001,1,0,0,5743,1162,360,476,8.59
346,0.001,1,0,0,2582,456,1349,1936,8.59
347,0.001,1,0,0,1823,186,355,448,4.29
348,0.001,1,0,0,76,38,0,0,4.29
349,0.001,1,0,0,1258,183,396,396,8.59
350,0.001,1,0,0,624,100,69,69,4.29
351,0.001,1,0,0,234,128,134,134,8.59
352,0.001,1,0,0,685,113,0,0,4.29
353,0.001,1,0,0,70,24,0,0,4.29
354,0.001,1,0,0,272,40,0,0,4.29
355,0.001,1,0,0,536,45,476,476,8.59
356,0.001,1,0,0,1287,185,1812,1812,8.69
357,0.001,1,0,0,759,66,6679,6679,8.59
358,0.001,1,0,0,84,21,19,19,8.59
359,0.001,1,0,0,823,98,346,346,8.59
360,0.001,1,0,25,89,21,0,0,5.79
361,0.001,1,0,11,402,135,0,0,6.99
362,0.001,1,0,7,547,103,151,151,6.99
363,0.001,1,0,10,747,252,136,136,6.99
364,0.001,1,0,73,5626,755,628,293,14.99
365,0.001,1,0,0,2739,442,387,217,1.99
366,0.001,1,0,0,806,48,67,67,1.99
367,0.001,1,0,38,437,155,3,3,3.99
368,0.001,1,0,36,759,139,98,98,6.99
369,0.001,1,0,9,1,1,0,0,5.99
370,0.001,1,0,0,92,29,0,0,6.99
371,0.001,1,0,0,6,3,0,0,5.99
372,0.001,1,0,0,7,14,0,0,5.99
373,0.001,1,0,0,52,14,102,102,5.99
374,0.001,1,0,0,73,35,0,0,5.99
375,0.001,1,0,0,29,14,0,0,5.99
376,0.001,1,0,0,20,29,0,0,6.99
377,0.001,1,0,0,30,23,0,0,5.99
378,0.001,1,0,0,57,21,0,0,6.99
379,0.001,1,0,0,29,14,0,0,5.99
380,0.001,1,0,0,26,25,0,0,5.99
381,0.001,1,0,0,20,7,0,0,5.99
382,0.001,1,0,0,11,3,0,0,5.99
383,0.001,1,0,0,48,5,0,0,5.99
384,0.001,1,0,0,35,8,0,0,5.99
385,0.001,1,0,0,32,7,0,0,5.99
386,0.001,1,0,0,20,7,0,0,7.49
387,0.001,1,0,0,3274,509,301,367,9.99
388,0.001,1,0,12,10,1,0,0,1.99
389,0.001,1,0,25,169,33,382,382,5.99
390,0.001,1,0,0,21,13,0,0,16.99
391,0.001,1,0,0,308,110,264,265,0.79
392,0.001,1,0,0,1219,832,9,10,1.69
393,0.001,1,0,0,1095,1000,90,90,1.69
394,0.001,1,0,0,330,95,1,1,9.99
395,0.001,1,0,0,599,143,0,0,15.49
396,0.001,1,0,0,6470,1738,128,75,0.0
397,0.001,1,0,16,180,38,0,0,5.99
398,0.001,1,0,4,54,13,0,0,1.49
399,0.001,1,0,9,113,38,0,0,6.99
400,0.001,1,0,13,15,6,0,0,6.99
401,0.001,1,0,0,6075,1277,313,105,9.99
402,0.001,1,0,0,1694,312,18,29,7.99
403,0.001,1,0,0,15101,2014,1142,764,14.99
404,0.001,1,0,0,17880,2341,260,172,9.99
405,0.001,1,0,0,2351,1081,916,1046,9.99
406,0.001,1,0,0,481,100,171,240,9.99
407,0.001,1,0,0,6207,468,2061,2889,14.99
408,0.001,1,0,0,10107,666,612,633,7.99
409,0.001,1,0,0,9136,1049,295,178,14.99
410,0.001,1,0,0,4390,855,575,395,9.99
411,0.001,1,0,106,5267,914,948,86,0.0
412,0.001,1,0,247,3839,582,117,197,0.0
413,0.001,1,0,58,1675,441,971,1184,6.99
414,0.001,1,0,8,663,115,701,1378,0.0
415,0.001,1,0,12,394,42,7,7,5.99
416,0.001,1,0,12,118,23,0,0,5.99
417,0.001,1,0,12,540,34,1008,1008,7.99
418,0.001,1,0,13,125,18,0,0,7.99
419,0.001,1,0,12,149,37,14,14,9.99
420,0.001,1,0,30,190,48,37,37,6.99
421,0.001,1,0,14,297,101,126,126,3.99
422,0.001,1,0,0,97,108,66,66,7.19
423,0.001,1,0,0,98,24,0,0,6.99
424,0.001,1,0,0,53,23,0,0,6.99
425,0.001,1,0,0,53,37,1,1,3.99
426,0.001,1,0,87,3307,113,455,686,6.99
427,0.001,1,0,21,12,10,0,0,6.99
428,0.001,1,0,30,735,327,17,22,6.99
429,0.001,1,0,45,652,173,373,373,3.99
430,0.001,1,0,0,480,437,58,73,17.99
431,0.001,1,0,12,16,8,0,0,7.99
432,0.001,1,0,16,70,22,0,0,11.99
433,0.001,1,0,0,1,13,0,0,7.99
434,0.001,1,0,27,226,190,39,63,3.99
435,0.001,1,0,11,6,8,0,0,3.99
436,0.001,1,0,4,16,47,9,9,2.99
437,0.001,1,0,0,303,53,164,164,4.29
438,0.001,1,0,0,811,71,43,61,4.29
439,0.001,1,0,0,5292,1739,257,229,8.59
440,0.001,1,0,0,948,266,305,399,8.59
441,0.001,1,0,30,6,10,0,0,13.99
442,0.001,1,0,0,5550,903,716,779,7.99
443,0.001,1,0,0,1327,151,79,107,4.99
444,0.001,1,0,0,1337,101,226,133,9.99
445,0.001,1,0,0,354,313,0,0,4.99
446,0.001,1,16,73,1645,164,186,249,14.99
447,0.001,1,0,18,50,15,12,12,5.99
448,0.001,1,0,13,55,12,14,14,5.99
449,0.001,1,0,30,963,64,31,51,6.99
450,0.001,1,0,0,26380,4217,773,335,6.99
451,0.001,1,0,52,36427,4710,838,320,14.99
452,0.001,1,0,0,1050,242,490,716,14.99
453,0.001,1,0,0,227,120,0,0,3.99
454,0.001,1,16,0,97,51,0,0,3.99
455,0.001,1,18,0,6371,438,389,498,35.96
456,0.001,1,18,50,5349,2030,310,298,12.99
457,0.001,1,0,0,1672,460,518,989,9.99
458,0.001,1,0,10,19,8,0,0,2.99
459,0.001,1,0,92,10,5,0,0,4.79
460,0.001,1,0,0,5,3,0,0,4.99
461,0.001,1,0,13,110,34,0,0,3.49
462,0.001,1,0,0,295,126,0,0,13.99
463,0.001,1,0,0,649,247,20,30,6.49
464,0.001,1,18,0,453,287,15,16,6.49
465,0.001,1,18,70,9250,1618,868,532,13.99
466,0.001,1,0,0,367,46,0,0,8.59
467,0.001,1,0,0,276,108,384,655,8.59
468,0.001,1,0,0,1121,232,13,13,8.59
469,0.001,1,0,8,3455,237,194,277,6.99
470,0.001,1,0,0,3205,291,415,597,7.99
471,0.001,1,0,0,1396,79,188,189,0.0
472,0.001,1,0,0,220,48,0,0,9.99
473,0.001,1,0,0,1660,164,37,43,0.0
474,0.001,1,0,22,1980,356,307,307,6.99
475,0.001,1,0,19,2604,244,235,231,6.99
476,0.001,1,0,0,9921,2709,588,617,7.99
477,0.001,1,0,45,466,240,29,29,3.99
478,0.001,1,0,0,9571,540,1135,1183,12.99
479,0.001,1,0,0,13827,826,1307,630,12.99
480,0.001,1,0,43,3493,2331,181,99,0.0
481,0.001,1,0,0,17742,4495,1242,1076,14.99
482,0.001,1,18,75,66756,3149,2485,1431,7.99
483,0.001,1,0,0,498,213,28,28,3.99
484,0.001,1,0,0,125,19,0,0,5.99
485,0.001,1,0,61,2478,430,327,420,14.99
486,0.001,1,0,13,776,307,7,7,6.99
487,0.001,1,0,13,478,226,96,96,6.99
488,0.001,1,0,13,242,90,1,1,6.99
489,0.001,1,0,40,13,5,0,0,1.59
490,0.001,1,0,0,102,64,0,0,3.99
491,0.001,1,0,0,124,113,73,73,3.99
492,0.001,1,0,0,191,45,102,102,7.99
493,0.001,1,0,0,123,52,4975,4975,7.99
494,0.001,1,0,0,354,138,319,319,6.99
495,0.001,1,0,0,83,19,0,0,4.79
496,0.001,1,0,0,1338,176,291,425,7.99
497,0.001,1,0,0,120,136,0,0,6.99
498,0.001,1,0,50,731,95,253,380,6.99
499,0.001,1,0,0,69,24,0,0,6.99
500,0.001,1,0,0,139,102,175,175,10.99
501,0.001,1,0,1165,8573,5336,287,385,34.99
502,0.001,1,0,169,10138,2654,2990,3851,0.0
503,0.001,1,18,56,34645,2533,444,248,10.99
504,0.001,1,0,0,307,113,6,6,7.99
505,0.001,1,0,0,13,11,0,0,6.99
506,0.001,1,0,27,1008,133,48,64,6.99
507,0.001,1,0,0,13,20,13,13,3.99
508,0.001,1,0,23,188,169,46,46,7.99
509,0.001,1,0,0,14,29,0,0,14.99
510,0.001,1,0,0,13,17,0,0,14.99
511,0.001,1,0,50,498,364,31,31,7.19
512,0.001,1,0,0,1943,453,1905,2286,9.99
513,0.001,1,0,0,9739,1487,431,576,9.99
514,0.001,1,0,0,3110,959,228,289,9.99
515,0.001,1,0,0,2292,295,646,693,9.99
516,0.001,1,0,0,1449,362,136,205,9.99
517,0.001,1,0,0,1070,76,0,0,9.99
518,0.001,1,0,0,1725,461,28,28,9.99
519,0.001,1,0,0,1101,415,339,456,9.99
520,0.001,1,0,0,23093,3877,1200,671,14.99
521,0.001,1,0,0,10675,542,1087,736,19.99
522,0.001,1,0,0,3200,1315,777,1365,22.99
523,0.001,1,0,0,321,98,13,13,7.99
524,0.001,1,0,0,63,50,0,0,1.99
525,0.001,1,0,0,167,25,0,0,0.0
526,0.001,1,0,0,58,12,0,0,4.79
527,0.001,1,0,17,198,38,54,54,3.99
528,0.001,1,0,0,1191,245,736,1065,9.99
529,0.001,1,0,0,1018,89,35,35,7.49
530,0.001,1,0,0,76,29,27,27,3.99
531,0.001,1,0,0,3298,992,809,1364,7.99
532,0.001,1,0,0,1290,139,356,368,4.99
533,0.001,1,0,0,138,36,400,400,6.99
534,0.001,1,0,0,45,48,0,0,7.99
535,0.001,1,0,0,305,130,0,0,7.99
536,0.001,1,0,0,326,20,72,72,7.99
537,0.001,1,0,15,161,36,14,14,8.99
538,0.001,1,0,0,13,31,0,0,3.99
539,0.001,1,0,12,6529,386,178,251,10.99
540,0.001,1,0,0,668,109,20,26,15.99
541,0.001,1,0,0,502,177,49,64,6.99
542,0.001,1,0,0,305,199,0,0,3.99
543,0.001,1,0,0,53,44,0,0,4.99
544,0.001,1,0,0,14,10,0,0,15.99
545,0.001,1,0,12,132,209,129,193,0.79
546,0.001,1,0,0,111,63,105,105,14.99
547,0.001,1,0,40,23,2,0,0,5.99
548,0.001,1,0,0,36,17,0,0,6.99
549,0.001,1,0,0,36,9,9,9,5.99
550,0.001,1,0,0,88,150,0,0,3.99
551,0.001,1,0,260,91,94,10,10,1.69
552,0.001,1,0,28,206,406,82,82,4.79
553,0.001,1,18,59,2822,1919,282,301,7.99
554,0.001,1,0,0,53,26,0,0,3.99
555,0.001,1,0,0,178,12,0,0,3.99
556,0.001,1,0,0,96,28,9,9,3.99
557,0.001,1,0,11,857,105,27,27,6.99
558,0.001,1,0,0,3277,868,120,160,0.99
559,0.001,1,0,0,337,96,0,0,6.99
560,0.001,1,0,0,1574,214,69,110,3.99
561,0.001,1,0,0,11,19,0,0,15.99
562,0.001,1,0,0,15,9,0,0,5.19
563,0.001,1,0,0,50,4,0,0,5.19
564,0.001,1,0,0,35,6,0,0,5.19
565,0.001,1,0,0,66,7,0,0,5.19
